BG20_HERO_103_SKIN_B2	Torchbearer Blackthorn
BG20_HERO_103_SKIN_C4	Deal Speaker Blackthorn
BG20_HERO_103p	Bloodbound
BG20_HERO_201	Vol'jin
BG20_HERO_201_Buddy	Master Gadrin
BG20_HERO_201_Buddy_G	Master Gadrin
BG20_HERO_201_Buddye2	Master's Guidance
BG20_HERO_201_SKIN_A	Chillin' Vol'jin
BG20_HERO_201_SKIN_B	Vol'jin, Frostwolf Officer
BG20_HERO_201_SKIN_C	Vol'jin of Blind Absolution
BG20_HERO_201_SKIN_D	Punk-Pop Vol'jin
BG20_HERO_201e3	Stats Set DEPRECATED
BG20_HERO_201p	Spirit Swap
BG20_HERO_201p2	Spirit Swap
BG20_HERO_201p2e	Spirit Swapped
BG20_HERO_201p2e2	Spirit Gained
BG20_HERO_201p3e	Marked for Gain
BG20_HERO_202	Master Nguyen
BG20_HERO_202_Buddy	Lei Flamepaw
BG20_HERO_202_Buddy_G	Lei Flamepaw
BG20_HERO_202_SKIN_A	Ban-Lu Nguyen
BG20_HERO_202_SKIN_B4	Mystical Mentor Nguyen
BG20_HERO_202_SKIN_C	Sunwell Nguyen
BG20_HERO_202_SKIN_D	M.V.P. Nguyen
BG20_HERO_202_SKIN_E	Celebration Nguyen
BG20_HERO_202p	Power of the Storm
BG20_HERO_202pe	Shifting Hero Power
BG20_HERO_202pt	Shift your Hero Power
BG20_HERO_242	Guff Runetotem
BG20_HERO_242_Buddy	Baby Kodo
BG20_HERO_242_Buddy_G	Baby Kodo
BG20_HERO_242_SKIN_A	Stormwind Guard Guff
BG20_HERO_242_SKIN_B	Oasis Guff
BG20_HERO_242_SKIN_C	Exodar Guff
BG20_HERO_242_SKIN_D	Shimmermoth Guff
BG20_HERO_242p	Natural Balance
BG20_HERO_280	Kurtrus Ashfallen
BG20_HERO_280_Buddy	Living Nightmare
BG20_HERO_280_Buddy_G	Living Nightmare
BG20_HERO_280_Buddye	Living Nightmare Player Enchant
BG20_HERO_280_Buddye2	Nightshot
BG20_HERO_280_SKIN_A	Suede Kurtrus
BG20_HERO_280_SKIN_B2	Ashfallen Firewalker
BG20_HERO_280_SKIN_C3	The Honorable Ashfallen
BG20_HERO_280_SKIN_D	Mrrrtrus Ashfallen
BG20_HERO_280_SKIN_E	Gunglaive Kurtrus
BG20_HERO_280e	Kurtrus Watcher
BG20_HERO_280p5	Glaive Ricochet
BG20_HERO_282	Tamsin Roame
BG20_HERO_282_Buddy	Monstrosity
BG20_HERO_282_Buddy_G	Monstrosity
BG20_HERO_282_Buddye	Monstrous
BG20_HERO_282_SKIN_A	Ballroom Tamsin
BG20_HERO_282_SKIN_B	Dancin' Tamsin
BG20_HERO_282_SKIN_C4	Tamsin, Shadow Mage
BG20_HERO_282_SKIN_D	Treason Tamsin
BG20_HERO_282_SKIN_E	Hacker Tamsin
BG20_HERO_282_SKIN_F	Dragonsworn Tamsin
BG20_HERO_282e2	Impending Sacrifice
BG20_HERO_282p	Fragrant Phylactery
BG20_HERO_282pe	Fragrant
BG20_HERO_282pe2	Impending Sacrifice
BG20_HERO_283	Galewing
BG20_HERO_283_Buddy	Flight Trainer
BG20_HERO_283_Buddy_G	Flight Trainer
BG20_HERO_283_SKIN_A	Starblast Galewing
BG20_HERO_283_SKIN_B2	Galewing of Fire
BG20_HERO_283_SKIN_C3	Gravewing Galewing
BG20_HERO_283_SKIN_D4	Sky Sailor Galewing
BG20_HERO_283_SKIN_E	Lantern Stringer Galewing
BG20_HERO_283_SKIN_F	Eternal Galewing
BG20_HERO_283_SKIN_G	Infinite Galewing
BG20_HERO_283p	Dungar's Gryphon
BG20_HERO_283p_t1	Westfall
BG20_HERO_283p_t1e	Westfall
BG20_HERO_283p_t2	Ironforge
BG20_HERO_283p_t3	Eastern Plaguelands
BG20_HERO_301	Mutanus the Devourer
BG20_HERO_301_Buddy	Nightmare Ectoplasm
BG20_HERO_301_Buddy_G	Nightmare Ectoplasm
BG20_HERO_301_SKIN_A	Stonecrash
BG20_HERO_301_SKIN_B	Mutanus the Insatiable
BG20_HERO_301_SKIN_C	Hot Mess Mutanus
BG20_HERO_301_SKIN_D2	Fire Eater Mutanus
BG20_HERO_301_SKIN_E	Mutanus the Devoured
BG20_HERO_301_SKIN_F	Custodian Mutanus
BG20_HERO_301_SKIN_G	Castle Mutanus
BG20_HERO_301p	Devour
BG20_HERO_301pe	Spat Upon
BG21_000	Leapfrogger
BG21_000_G	Leapfrogger
BG21_000_Ge	Leapfroggin'
BG21_000e	Leapfroggin'
BG21_001	Palescale Crocolisk
BG21_001_G	Palescale Crocolisk
BG21_001e	Palescales
BG21_002	Bird Buddy
BG21_002_G	Bird Buddy
BG21_002e	Birds Well Fed
BG21_004	Insatiable Ur'zul
BG21_004_G	Insatiable Ur'zul
BG21_004e	Sated
BG21_005	Famished Felbat
BG21_005_G	Famished Felbat
BG21_005e	Fed by the Felbat
BG21_006	Impulsive Trickster
BG21_006_G	Impulsive Trickster
BG21_006e	Impulsive
BG21_007	Impatient Doomsayer
BG21_007_G	Impatient Doomsayer
BG21_008	Saltscale Honcho
BG21_008_G	Saltscale Honcho
BG21_008e	Saltscaled
BG21_011	Seafood Slinger
BG21_011_G	Seafood Slinger
BG21_013	Whelp Smuggler
BG21_013_G	Whelp Smuggler
BG21_013e	Job Whelp Done
BG21_014	Prized Promo-Drake
BG21_014_G	Prized Promo-Drake
BG21_014e	Promoted
BG21_015	Tarecgosa
BG21_015_G	Tarecgosa
BG21_017	Briny Bootlegger
BG21_017_G	Briny Bootlegger
BG21_018	Defiant Shipwright
BG21_018_G	Defiant Shipwright
BG21_018e	Wright and Just
BG21_020	Dazzling Lightspawn
BG21_020_G	Dazzling Lightspawn
BG21_020e	Dazzled
BG21_020pe	Dazzling Lightspawn Player Enchant (DNT)
BG21_021	Smogger
BG21_021_G	Smogger
BG21_021e	Smogged
BG21_022	Pupbot
BG21_022_G	Pupbot
BG21_023	Mechano-Tank
BG21_023_G	Mechano-Tank
BG21_024	Grease Bot
BG21_024_G	Grease Bot
BG21_024e	Greased Up
BG21_025	Omega Buster
BG21_025_G	Omega Buster
BG21_025e	Omega Busted
BG21_029	Icky Imp
BG21_029_G	Icky Imp
BG21_030	Budding Greenthumb
BG21_030_G	Budding Greenthumb
BG21_030e	Budding
BG21_036	Master of Realities
BG21_036_G	Master of Realities
BG21_036e	The Elemental Plane
BG21_037	Gemsplitter
BG21_037_G	Gemsplitter
BG21_038	Witchwing Nestmatron
BG21_038_G	Witchwing Nestmatron
BG21_040	Recycling Wraith
BG21_040_G	Recycling Wraith
BG21_040e	Refresh Costs 1 less
BG21_HERO_000	Cariel Roame
BG21_HERO_000_Buddy	Captain Fairmount
BG21_HERO_000_Buddy_G	Captain Fairmount
BG21_HERO_000_Buddy_Gt	Offensive Stance
BG21_HERO_000_Buddyt	Offensive Stance
BG21_HERO_000_Buddyt2	Defensive Stance
BG21_HERO_000_Buddyt3	Offensive Stance
BG21_HERO_000_Buddyt4	Defensive Stance
BG21_HERO_000_Buddyt_Gt2	Defensive Stance
BG21_HERO_000_SKIN_A	Racing Cariel
BG21_HERO_000_SKIN_B2	Rope Darter Roame
BG21_HERO_000_SKIN_C4	Cariel, Hammer of Light
BG21_HERO_000_SKIN_D	Cariel, the Chosen
BG21_HERO_000_SKIN_E	Benevolent Cariel
BG21_HERO_000_SKIN_F	Lynxrider Cariel
BG21_HERO_000e	Cariel Watcher
BG21_HERO_000p	Conviction
BG21_HERO_000p_t1	United Stance
BG21_HERO_000pe	Blessed
BG21_HERO_010	Scabbs Cutterbutter
BG21_HERO_010_Buddy	Warden Thelwater
BG21_HERO_010_Buddy_G	Warden Thelwater
BG21_HERO_010_SKIN_A3	Undercover Chef Cutterbutter
BG21_HERO_010_SKIN_B4	Star Scout Scabbs
BG21_HERO_010_SKIN_C	MC Scabbs
BG21_HERO_010_SKIN_D	Delicious Delver Scabbs
BG21_HERO_010p	I Spy
BG21_HERO_020	Cookie the Cook
BG21_HERO_020_Buddy	Sous Chef
BG21_HERO_020_Buddy_G	Sous Chef
BG21_HERO_020_SKIN_A2	S'more-master Cookie
BG21_HERO_020_SKIN_B	Feastmaster Cookie
BG21_HERO_020_SKIN_C	"Y'Shaarj" Cookie
BG21_HERO_020_SKIN_D	Dumpling Chef Cookie
BG21_HERO_020_SKIN_E	Fishing Cookie
BG21_HERO_020_SKIN_F	Cookie the Infinite
BG21_HERO_020p	Stir the Pot
BG21_HERO_030	Sneed
BG21_HERO_030_Buddy	Piloted Whirl-O-Tron
BG21_HERO_030_Buddy_G	Piloted Whirl-O-Tron
BG21_HERO_030_Buddy_e	Whirling
BG21_HERO_030_SKIN_A	Submersible Sneed
BG21_HERO_030_SKIN_B3	Sinstone Sneed
BG21_HERO_030_SKIN_C	Bonethresher Sneed
BG21_HERO_030_SKIN_D	Sneed, Chariot Racer
BG21_HERO_030_SKIN_E	Seedy Sneed
BG21_HERO_030p	Pilot the Shredder
BG21_HERO_030pe	Replicate
BG21_HERO_030t	Sneed's New Shredder
BG21_HERO_030t_G	Sneed's New Shredder
BG21_HERO_030te	Shreddered
BG22_001	Baby Krush
BG22_001_G	Baby Krush
BG22_001e	Baby Krush
BG22_001t2	Devilsaur
BG22_001t2_G	Devilsaur
BG22_202	Tad
BG22_202_G	Tad
BG22_401	Swampstriker
BG22_401_G	Swampstriker
BG22_401e	Swamped
BG22_402	Mantid Queen
BG22_402_G	Mantid Queen
BG22_402e	Royalty
BG22_402e2	Royal Swiftness
BG22_402e3	Royal Protection
BG22_402e4	Royal Obstruction
BG22_403	Young Murk-Eye
BG22_403_G	Young Murk-Eye
BG22_404	Friend of a Friend
BG22_404_G	Friend of a Friend
BG22_BuddyMeter	Buddy Button
BG22_BuddyPlayerEnch	Buddy Player Enchantment [DNT]
BG22_BuddySpell	Buy Your Buddy
BG22_BuddySpell_2	Buy 2 Buddies
BG22_HERO_000	Tavish Stormpike
BG22_HERO_000_Buddy	Crabby
BG22_HERO_000_Buddy_G	Crabby
BG22_HERO_000_SKIN_A	Scoutmaster Tavish
BG22_HERO_000_SKIN_B	Tavernwave Tavish
BG22_HERO_000_SKIN_C	Long-shot Tavish
BG22_HERO_000_SKIN_D	Tavish Drizzle Pike
BG22_HERO_000_SKIN_E	Ribbon Tavish
BG22_HERO_000p	Deadeye
BG22_HERO_000p_Alt	Lock and Load
BG22_HERO_000p_t1	Aim Left!
BG22_HERO_000p_t2	Aim Low!
BG22_HERO_000p_t3	Aim High!
BG22_HERO_000p_t4	Aim Right!
BG22_HERO_001	Bru'kan
BG22_HERO_001_Buddy	Spirit Raptor
BG22_HERO_001_Buddy_G	Spirit Raptor
BG22_HERO_001_Buddy_e	Elemental Recollection
BG22_HERO_001_Buddy_e1	Earth Recollection
BG22_HERO_001_Buddy_e2	Fire Recollection
BG22_HERO_001_Buddy_e3	Water Recollection
BG22_HERO_001_Buddy_e4	Lightning Recollection
BG22_HERO_001_SKIN_A	Scourgebound Bru'kan
BG22_HERO_001_SKIN_B	Bru'kan, Rock God
BG22_HERO_001_SKIN_C	Invoker Bru'kan
BG22_HERO_001_SKIN_D	Grovekeeper Bru'kan
BG22_HERO_001_SKIN_E	Visionary Bru'kan
BG22_HERO_001p	Embrace the Elements
BG22_HERO_001p_t1	Earth Invocation
BG22_HERO_001p_t1_s	Earth Invocation
BG22_HERO_001p_t1e	Element: Earth
BG22_HERO_001p_t1et	Stone Elemental
BG22_HERO_001p_t1et_G	Stone Elemental
BG22_HERO_001p_t2	Fire Invocation
BG22_HERO_001p_t2_s	Fire Invocation
BG22_HERO_001p_t2e	Element: Fire
BG22_HERO_001p_t3	Water Invocation
BG22_HERO_001p_t3_s	Water Invocation
BG22_HERO_001p_t3e	Element: Water
BG22_HERO_001p_t4	Lightning Invocation
BG22_HERO_001p_t4_s	Lightning Invocation
BG22_HERO_002	Drek'Thar
BG22_HERO_002_Buddy	Frostwolf Lieutenant
BG22_HERO_002_Buddy_G	Frostwolf Lieutenant
BG22_HERO_002_Buddy_e	Frostwolf Leadership
BG22_HERO_002_SKIN_A	Disco Drek'thar
BG22_HERO_002_SKIN_B	Scourgewolf Drek'thar
BG22_HERO_002_SKIN_C	Challenger Drek'thar
BG22_HERO_002_SKIN_D	Brigand Drek'thar
BG22_HERO_002_SKIN_E	Bird Watching Drek'Thar
BG22_HERO_002e	Lieutenant's Leadership
BG22_HERO_002p	Frostwolf Fervor
BG22_HERO_003	Vanndar Stormpike
BG22_HERO_003_Buddy	Stormpike Lieutenant
BG22_HERO_003_Buddy_G	Stormpike Lieutenant
BG22_HERO_003_Buddy_e	Stormpike Leadership
BG22_HERO_003_SKIN_A	Commander Vanndar
BG22_HERO_003_SKIN_B	Vanndar Stormpipes
BG22_HERO_003_SKIN_C	Deputy Vanndar
BG22_HERO_003_SKIN_D	Vanndar Cavedweller
BG22_HERO_003_SKIN_E	Earthen Vanndar
BG22_HERO_003e	Lieutenant's Leadership
BG22_HERO_003p	Stormpike Strength
BG22_HERO_004	Varden Dawngrasp
BG22_HERO_004_Buddy	Varden's Aquarrior
BG22_HERO_004_Buddy_G	Varden's Aquarrior
BG22_HERO_004_Buddy_e2	Frosted
BG22_HERO_004_SKIN_A	Dawn Guardian Varden
BG22_HERO_004_SKIN_B	Magister Dawngrasp
BG22_HERO_004_SKIN_C	Val'kyr Varden
BG22_HERO_004_SKIN_D	Azerite Varden
BG22_HERO_004_SKIN_E	Rebel Varden
BG22_HERO_004p	Twice as Nice
BG22_HERO_007	Queen Azshara
BG22_HERO_007_Buddy	Imperial Defender
BG22_HERO_007_Buddy_G	Imperial Defender
BG22_HERO_007_SKIN_A	Midsummer Queen
BG22_HERO_007_SKIN_At	Midsummer Naga Queen
BG22_HERO_007_SKIN_B	Majordomo Azshara
BG22_HERO_007_SKIN_Bt	Molten Queen Azshara
BG22_HERO_007_SKIN_C	Primal Queen Azshara
BG22_HERO_007_SKIN_Ct	Primal Naga Queen Azshara
BG22_HERO_007_SKIN_D	Nerubian Queen Azshara
BG22_HERO_007_SKIN_Dt	Nerubian Naga Queen Azshara
BG22_HERO_007p	Azshara's Ambition
BG22_HERO_007p2	Naga Conquest
BG22_HERO_007t	Naga Queen Azshara
BG22_HERO_200	Ini Stormcoil
BG22_HERO_200_Buddy	Sub Scrubber
BG22_HERO_200_Buddy_G	Sub Scrubber
BG22_HERO_200_Buddy_e	Scrub-a-Dub-Dub
BG22_HERO_200_SKIN_A	Ini Snowmaster
BG22_HERO_200_SKIN_B	Glitchvibe Ini
BG22_HERO_200_SKIN_C	Ini Stormsuit
BG22_HERO_200_SKIN_D	Outdoorsy Ini
BG22_HERO_200_SKIN_E	SCV Ini
BG22_HERO_200_SKIN_F	Time Traveler Ini
BG22_HERO_200p	MechGyver
BG22_HERO_201	Ambassador Faelin
BG22_HERO_201_Buddy	Submersible Chef
BG22_HERO_201_Buddy_G	Submersible Chef
BG22_HERO_201_SKIN_A	Count Faelin
BG22_HERO_201_SKIN_B	Silverguard Faelin
BG22_HERO_201_SKIN_C	Noble Faelin
BG22_HERO_201_SKIN_D	Benevolent Faelin
BG22_HERO_201_SKIN_E	Punk Faelin
BG22_HERO_201_SKIN_F	Zin-Ashari Faelin
BG22_HERO_201p	Expedition Plans
BG22_HERO_201pe	Unplayable
BG22_HERO_305	Onyxia
BG22_HERO_305_Buddy	Many Whelps
BG22_HERO_305_Buddy_G	Many Whelps
BG22_HERO_305_Buddy_e	Swarming
BG22_HERO_305_SKIN_A4	Omencaller Prestor
BG22_HERO_305_SKIN_B	Wing-Spring Onyxia
BG22_HERO_305_SKIN_C	Professor Prestor
BG22_HERO_305_SKIN_D	Sylvar Onyxia
BG22_HERO_305e	Growing Whelp
BG22_HERO_305p	Broodmother
BG22_HERO_305t	Onyxian Whelp
BG22_HERO_305t3e	Whelp
BG22_HERO_305t_G	Onyxian Whelp
BG22_HERO_305te	Broodmother
BG22_HERO_305tpe	Onyxian Whelp Player Enchant
BG23_000	Mini-Myrmidon
BG23_000_G	Mini-Myrmidon
BG23_000_Gt	Mini-Trident
BG23_000e	Mini-Trident
BG23_000t	Mini-Trident
BG23_002	Shell Collector
BG23_002_G	Shell Collector
BG23_003	Critter Wrangler
BG23_003_G	Critter Wrangler
BG23_003e	Unleashed
BG23_004	Deep-Sea Angler
BG23_004_G	Deep-Sea Angler
BG23_004_Gt	Angler's Lure
BG23_004e	Angler's Lure
BG23_004t	Angler's Lure
BG23_007	Waverider
BG23_007_G	Waverider
BG23_007_Gt	Undersea Mount
BG23_007e	Power of the Waves
BG23_007e2	Wind of the Waves
BG23_007t	Undersea Mount
BG23_008	Glowscale
BG23_008_G	Glowscale
BG23_008_Ge	Glowing Crown
BG23_008_Gt	Glowing Crown
BG23_008e	Glowing Crown
BG23_008t	Glowing Crown
BG23_009	Lava Lurker
BG23_009_G	Lava Lurker
BG23_010	Eventide Brute
BG23_010_G	Eventide Brute
BG23_010e	Barnacles
BG23_012	Corrupted Myrmidon
BG23_012_G	Corrupted Myrmidon
BG23_012e	Corruption
BG23_013	Tidemistress Athissa
BG23_013_G	Tidemistress Athissa
BG23_013e	Illuminated
BG23_014	Pashmar the Vengeful
BG23_014_G	Pashmar the Vengeful
BG23_015	Orgozoa, the Tender
BG23_015_G	Orgozoa, the Tender
BG23_015_Gt	Azshara's Hatchery
BG23_015t	Azshara's Hatchery
BG23_016	Reef Explorer
BG23_016_G	Reef Explorer
BG23_017	Sanguine Champion
BG23_017_G	Sanguine Champion
BG23_018	Darkgaze Elder
BG23_018_G	Darkgaze Elder
BG23_018t	Darkgaze Mass Blood Gem
BG23_190	Uther the Lightbringer
BG23_190_G	Uther the Lightbringer
BG23_190e	Lit
BG23_192	First Mate Pip
BG23_192_G	First Mate Pip
BG23_318	Leeroy the Reckless
BG23_318_G	Leeroy the Reckless
BG23_350	Yrel
BG23_350_G	Yrel
BG23_350e	Lightbound
BG23_352	Tavern Tipper
BG23_352_G	Tavern Tipper
BG23_352e	Tipped
BG23_353	Treasure-Seeker Elise
BG23_353_G	Treasure-Seeker Elise
BG23_353_Gt	Golden Monkey
BG23_353t	Golden Monkey
BG23_357	Mind Muck
BG23_357_G	Mind Muck
BG23_357e	Mind Mucked
BG23_361	Legion Overseer
BG23_361_G	Legion Overseer
BG23_361e	Overseen, and Delicious
BG23_HERO_201	Ozumat
BG23_HERO_201_Buddy	Tamuzo
BG23_HERO_201_Buddy_G	Tamuzo
BG23_HERO_201_Buddye	That Was Ozum!
BG23_HERO_201_SKIN_A	Ozumat, Glacial Horror
BG23_HERO_201_SKIN_B	Naval Battle Ozumat
BG23_HERO_201_SKIN_C	Desert Ozumat
BG23_HERO_201_SKIN_D	Tar Pit Ozumat
BG23_HERO_201p	Tentacular
BG23_HERO_201pt	Ozumat's Tentacle
BG23_HERO_201pt2	Ozumat's Tentacle
BG23_HERO_201pt2_G	Ozumat's Tentacle
BG23_HERO_201pt3	Ozumat's Tentacle
BG23_HERO_201pt3_G	Ozumat's Tentacle
BG23_HERO_201pt4	Ozumat's Tentacle
BG23_HERO_201pt4_G	Ozumat's Tentacle
BG23_HERO_201pt5	Ozumat's Tentacle
BG23_HERO_201pt5_G	Ozumat's Tentacle
BG23_HERO_201pt6	Ozumat's Tentacle
BG23_HERO_201pt6_G	Ozumat's Tentacle
BG23_HERO_201pt_G	Ozumat's Tentacle
BG23_HERO_201pt_SKIN_A	Ozumat's Tentacle
BG23_HERO_201pt_SKIN_A_G	Ozumat's Tentacle
BG23_HERO_303	Murloc Holmes
BG23_HERO_303_Buddy	Watfin
BG23_HERO_303_Buddy_G	Watfin
BG23_HERO_303_SKIN_A	Philosopher Holmes
BG23_HERO_303_SKIN_B	Sheriff Holmes
BG23_HERO_303_SKIN_C	Vacation Holmes
BG23_HERO_303_SKIN_D	Spelunker Holmes
BG23_HERO_303p2	Detective for Hire
BG23_HERO_303pt	No Minions
BG23_HERO_304	Lady Vashj
BG23_HERO_304_Buddy	Coilfang Elite
BG23_HERO_304_Buddy_G	Coilfang Elite
BG23_HERO_304_SKIN_A	Baroness Vashj
BG23_HERO_304_SKIN_B	Snakespeaker Vashj
BG23_HERO_304_SKIN_C	One-Vashj Band
BG23_HERO_304_SKIN_D	Gorgon Vashj
BG23_HERO_304_SKIN_E	Maldraxxus Vashj
BG23_HERO_304p	Relics of the Deep
BG23_HERO_305	Heistbaron Togwaggle
BG23_HERO_305_Buddy	Waxadred, the Drippy
BG23_HERO_305_Buddy_G	Waxadred, the Drippy
BG23_HERO_305_SKIN_A	Bookbaron Togwaggle
BG23_HERO_305_SKIN_B	Sparkhoarder Togwaggle
BG23_HERO_305_SKIN_C	Togwaggle, Archlich
BG23_HERO_305_SKIN_D	Safecracker Togwaggle
BG23_HERO_305_SKIN_E	Candle King Togwaggle
BG23_HERO_305p	The Perfect Crime
BG23_HERO_306	Sylvanas Windrunner
BG23_HERO_306_Buddy	Nathanos Blightcaller
BG23_HERO_306_Buddy_G	Nathanos Blightcaller
BG23_HERO_306_Buddy_e	Call of the Blight
BG23_HERO_306e	Soul Infused
BG23_HERO_306p	Reclaimed Souls
BG23_Spellcraft_e	Spellcraft In-Hand Ench [DNT]
BG24_003	Nether Drake
BG24_003_G	Nether Drake
BG24_003e	Nether Again
BG24_004	Warpwing
BG24_004_G	Warpwing
BG24_005	Sinrunner Blanchy
BG24_005_G	Sinrunner Blanchy
BG24_005e2	Reborn Removed
BG24_009	Picky Eater
BG24_009_G	Picky Eater
BG24_009e	Ate a Taverngoer
BG24_012	Murky
BG24_012_G	Murky
BG24_012e	Bubbled Up
BG24_017	Ball of Minions
BG24_017_G	Ball of Minions
BG24_017e	Balled Up Minions
BG24_018	Tortollan Blue Shell
BG24_018_G	Tortollan Blue Shell
BG24_020	Tea Master Theotar
BG24_020_G	Tea Master Theotar
BG24_020e	Tea Time
BG24_022	Rendle the Mistermind
BG24_022_G	Rendle the Mistermind
BG24_300	Dozy Whelp
BG24_300_G	Dozy Whelp
BG24_300e	Woke
BG24_500	Amber Guardian
BG24_500_G	Amber Guardian
BG24_500e	Guarded by Amber
BG24_704	Interrogator Whitemane
BG24_704_G	Interrogator Whitemane
BG24_704_e	Impure
BG24_704_e_G	Impure
BG24_707	Bristlemane Scrapsmith
BG24_707_G	Bristlemane Scrapsmith
BG24_708	Vanessa VanCleef
BG24_708_G	Vanessa VanCleef
BG24_708e	Defias Support
BG24_712	The Walking Fort
BG24_712_G	The Walking Fort
BG24_712e	Fortified
BG24_715	Patient Scout
BG24_715_G	Patient Scout
BG24_719	Faceless Disciple
BG24_719_G	Faceless Disciple
BG24_HERO_100	Sire Denathrius
BG24_HERO_100_Buddy	Shady Aristocrat
BG24_HERO_100_Buddy_G	Shady Aristocrat
BG24_HERO_100_Buddy_Gt	Hefty Coin Pouch
BG24_HERO_100_Buddyt	Coin Pouch
BG24_HERO_100_SKIN_A	Sire Melodious
BG24_HERO_100_SKIN_B	Chariot Driver Denathrius
BG24_HERO_100_SKIN_C	Kingpin Denathrius
BG24_HERO_100_SKIN_D	Sire Denathrius Bat
BG24_HERO_100_SKIN_E	Boss Denathrius
BG24_HERO_100p	Whodunit?
BG24_HERO_204	Enhance-o Mechano
BG24_HERO_204_Buddy	Enhance-o Medico
BG24_HERO_204_Buddy_G	Enhance-o Medico
BG24_HERO_204_Buddye2	Tuned Up
BG24_HERO_204_SKIN_A	Enhance-o-musician
BG24_HERO_204_SKIN_B	Gladi-o-Mechano
BG24_HERO_204_SKIN_C	Tin-o-Mechano
BG24_HERO_204_SKIN_D	Reave-o-mechano
BG24_HERO_204_SKIN_E	Clockwork Mechano
BG24_HERO_204p	Enhancification
BG24_HERO_204pe	Enhance-o Reborno
BG24_HERO_204pe2	Enhance-o Divino
BG24_HERO_204pe3	Enhance-o Taunto
BG24_HERO_204pe4	Enhance-o Windfuryo
BG24_HERO_204pe5	Enhance-o Stealtho
BG24_HERO_204pe6	Enhance-o Venomo
BG24_Quest_112	Track the Footprints
BG24_Quest_114	Assemble a Lineup
BG24_Quest_120	Unmask the Culprit
BG24_Quest_123	Find the Murder Weapon
